lat_deg,lon_deg,route_name,color
57.24983667,10.88244167,uten navn,Rod
57.24992000,10.88291833,uten navn,Rod
57.25000000,10.88339167,uten navn,Rod
57.25008333,10.88387833,uten navn,Rod
57.25014333,10.88421833,uten navn,Rod
57.25019333,10.88452167,uten navn,Rod
57.25020500,10.88458833,uten navn,Rod
57.25030833,10.88515667,uten navn,Rod
57.25040333,10.88572333,uten navn,Rod
57.24880000,10.87805833,uten navn,Rod
57.24885000,10.87830667,uten navn,Rod
57.24892500,10.87868500,uten navn,Rod
57.24895000,10.87881167,uten navn,Rod
57.24900667,10.87906167,uten navn,Rod
57.24908000,10.87940000,uten navn,Rod
57.24914500,10.87973000,uten navn,Rod
57.24920667,10.88001167,uten navn,Rod
57.24928833,10.88042000,uten navn,Rod
57.24938333,10.88086333,uten navn,Rod
57.24946167,10.88124500,uten navn,Rod
57.24954500,10.88164167,uten navn,Rod
57.24963500,10.88208000,uten navn,Rod
57.24973000,10.88255167,uten navn,Rod
57.24983000,10.88302833,uten navn,Rod
57.24991500,10.88342667,uten navn,Rod
57.24998000,10.88374167,uten navn,Rod
57.25004500,10.88405000,uten navn,Rod
57.25010167,10.88430167,uten navn,Rod
57.25014000,10.88451833,uten navn,Rod
57.25017500,10.88475667,uten navn,Rod
57.25028833,10.88526000,uten navn,Rod
57.25035333,10.88573167,uten navn,Rod
